municipio,periodo_global,REM
PUERTO COLOMBIA,28,0.744160732224202
PUERTO COLOMBIA,29,1.14768288985012
PUERTO COLOMBIA,30,0.582192395403331
PUERTO COLOMBIA,36,0.382158919797932
PUERTO COLOMBIA,37,0.375200532853696
PUERTO COLOMBIA,40,0.256479136285722
PUERTO COLOMBIA,41,0.670295913275949
PUERTO COLOMBIA,44,0.9365465368592
PUERTO COLOMBIA,47,0.156033891370997
PUERTO COLOMBIA,50,0.166885912577148
PUERTO COLOMBIA,51,0.864740592135015
PUERTO COLOMBIA,52,1.53416087271333
PUERTO COLOMBIA,53,1.93019401420509
PUERTO COLOMBIA,54,1.85212652461093
PUERTO COLOMBIA,55,1.84726336995717
PUERTO COLOMBIA,56,2.40365480563893
PUERTO COLOMBIA,57,5.91133300736028
PUERTO COLOMBIA,58,7.02156020924681
PUERTO COLOMBIA,59,6.32703037367921
PUERTO COLOMBIA,60,6.59817251857997
PUERTO COLOMBIA,61,3.98595891310371
PUERTO COLOMBIA,62,3.33012945696953
PUERTO COLOMBIA,63,1.58000113353065
PUERTO COLOMBIA,64,1.25145040631521
PUERTO COLOMBIA,65,0.836220274633037
PUERTO COLOMBIA,66,0.399685103455077
PUERTO COLOMBIA,67,0.387332748373173
PUERTO COLOMBIA,68,1.27317805804487
PUERTO COLOMBIA,69,0.980867381879857
PUERTO COLOMBIA,70,1.06842662971209
PUERTO COLOMBIA,71,1.09238278940719
PUERTO COLOMBIA,72,0.17387265063855
PUERTO COLOMBIA,73,0.490283654543597
PUERTO COLOMBIA,75,0.56280178354865
PUERTO COLOMBIA,76,1.01884182983894
PUERTO COLOMBIA,77,0.324717640824468
PUERTO COLOMBIA,78,1.07317402358986
REPELÓN,10,0.254579573059322
REPELÓN,20,0.395383177095449
REPELÓN,23,0.386895540339383
REPELÓN,25,0.611707641214258
REPELÓN,26,1.98998361388617
REPELÓN,27,2.15633992805755
REPELÓN,28,2.21324912163293
REPELÓN,29,2.27559095580678
REPELÓN,30,1.15435349018083
REPELÓN,31,5.84285893024711
REPELÓN,32,6.62660071942446
REPELÓN,34,1.55380143884892
REPELÓN,35,2.56786849590095
REPELÓN,36,1.51546631785481
REPELÓN,37,1.48787255909558
REPELÓN,38,0.634306429856115
REPELÓN,39,0.646262779250284
REPELÓN,40,1.03369629795724
REPELÓN,50,0.0840757227422369
REPELÓN,51,0.0645406008838893
REPELÓN,52,0.181858206475752
REPELÓN,59,0.17008570341529
REPELÓN,61,0.142869473877248
REPELÓN,62,0.133405097343211
REPELÓN,64,0.0798997000063046
REPELÓN,66,0.0919581957937601
REPELÓN,74,0.923896403850352
SABANAGRANDE,1,0.437743409376612
SABANAGRANDE,4,1.08059785982547
SABANAGRANDE,6,0.698786061037074
SABANAGRANDE,8,0.653469161554873
SABANAGRANDE,9,0.322171994866619
SABANAGRANDE,10,0.206294390129113
SABANAGRANDE,11,0.545378275802665
SABANAGRANDE,12,0.136872723801251
SABANAGRANDE,16,1.11407247635114
SABANAGRANDE,20,0.318034825228217
SABANAGRANDE,21,0.505491186078264
SABANAGRANDE,22,0.519131309271278
SABANAGRANDE,23,0.622415229991982
SABANAGRANDE,24,0.188486825506773
SABANAGRANDE,25,0.123009996399882
SABANAGRANDE,26,0.282473899414223
SABANAGRANDE,27,0.34401451895211
SABANAGRANDE,28,0.294244668165406
SABANAGRANDE,37,0.593424250995052
SABANAGRANDE,38,2.02389816648016
SABANAGRANDE,39,4.12409520832295
SABANAGRANDE,40,3.68094554129733
SABANAGRANDE,41,1.06888605662658
SABANAGRANDE,45,0.962936251577931
SABANAGRANDE,49,0.154893643922381
SABANAGRANDE,51,0.0510724770527503
SABANAGRANDE,52,0.287817248364218
SABANAGRANDE,53,0.123744002414956
SABANAGRANDE,54,0.174616360909196
SABANAGRANDE,60,0.18717094017094
SABANAGRANDE,61,0.336234613653969
SABANAGRANDE,62,0.104653593118625
SABANAGRANDE,63,0.281370195379857
SABANAGRANDE,64,0.18803908234288
SABANAGRANDE,66,0.071534132239344
SABANAGRANDE,68,0.585947845319789
SABANAGRANDE,69,0.526655832790169
SABANAGRANDE,72,0.280071640610521
SABANAGRANDE,75,0.226638315856632
SABANAGRANDE,78,0.345730749883407
SABANALARGA,1,0.0759107948837991
SABANALARGA,2,0.110407060996079
SABANALARGA,3,0.591753243518498
SABANALARGA,5,0.281471886541164
SABANALARGA,6,0.727075326012354
SABANALARGA,7,0.278988263136749
SABANALARGA,8,0.906565123277546
SABANALARGA,9,0.782167460984355
SABANALARGA,10,0.715486323692266
SABANALARGA,11,0.94576177600238
SABANALARGA,12,0.996896619440436
SABANALARGA,13,1.24510886495275
SABANALARGA,14,1.51211048364411
SABANALARGA,15,1.88796817618999
SABANALARGA,16,1.36876492282398
SABANALARGA,17,2.72984577429534
SABANALARGA,18,3.98575918382494
SABANALARGA,19,3.36358514628838
SABANALARGA,20,3.90742004895948
SABANALARGA,21,2.3954920493019
SABANALARGA,22,2.55124775651042
SABANALARGA,23,1.85714799781773
SABANALARGA,24,2.31577532561534
SABANALARGA,25,1.59767892938731
SABANALARGA,26,1.42125793972511
SABANALARGA,27,0.947027819679149
SABANALARGA,28,0.836147414659075
SABANALARGA,29,0.773729684710788
SABANALARGA,30,0.654157959659723
SABANALARGA,32,0.938803330819251
SABANALARGA,34,1.76104042236582
SABANALARGA,35,1.69770949882221
SABANALARGA,36,1.5028932948129
SABANALARGA,37,3.37263649573819
SABANALARGA,38,1.6175415205781
SABANALARGA,39,2.01426053259205
SABANALARGA,40,1.32346284895246
SABANALARGA,41,0.576467772955694
SABANALARGA,43,0.377682203461623
SABANALARGA,44,1.07393144963689
SABANALARGA,45,0.346218204147561
SABANALARGA,46,0.706540384320164
SABANALARGA,47,1.07353791759991
SABANALARGA,48,0.559231985245858
SABANALARGA,49,0.417683406960754
SABANALARGA,50,1.14820154448916
SABANALARGA,51,0.716149827204264
